text	split	label
برادر رضا زنگنه ادم سیاسی کاری سیاست سازمان مجاهدین برادرم وعده دروغین فریب نگه داشته_است شستشوی مغزی سازمان مجاهدین سال برادرم اجازه خانواده تماس	train	social
تیم پیروزی کمک داور دقیقه شکست تیم هوادار فرار ساعتی گذشت پیشکسوت اشون مصاحبه انتقادی نکرد استقلال پیکان اقتدار برد حجم مصاحبه انتقادی ببین !!! بهشون بگه خفه شید خدا استقلال لیگ_برتر	train	sport
استقلال نشدن پنالتی گل سالم‌ش مسابقاتی امتیاز تیمیه عملکرد نظر امتیازگیری کمک کمیته_داوران سازمان_لیگ فدراسیون_خادم_پیروزی هوچیگران شلافه‌خانه_عبده خواهان تضعیف رقبا سال هستن	train	sport
ترجمه نشست خبری فیلم شادروان زبان اشاره ناشنوا حاشیه‌ی دومین جشنواره_فیلم_فجر	train	art
نکته تمرین ارسنال لباس شماره ارسنال جک ویلشر لباس مخفف اسم تمرین ارسنال	train	sport
لطف دوستی اینستاگرام ابیات جذاب دلبرانه حافظ چشمم اومد شب عزیز شریف خفتنم هوس وه دردانه‌ای نازک شب تار سفتنم هوس	train	art
غیرممکنه دهه شصتی یکبار بیت شعر ننوشته نخونده دیدی جوانی درختی تکیه عاشق شده_است گریه یادته خوندی برات خونده	train	art
وام میلیونی مسکن می‌توان اتاق متری تهران خرید جالب‌تر قسط خرید اتاق تومانه حقوق قیمت_مسکن فقر اقتصاد	train	economics
فیلم لحظات تصادف قطارهای مترو	train	transport
پیش‌بینی بارش‌های بالاتر نرمال زمستان رییس مرکز ملی خشکسالی سازمان هواشناسی یش‌بینی بارندگی‌های زمستان نرمال بالاتر نرمال دوره خشک دوره خشک‌تر شده‌ایم کمبودهای جدی بارش‌ها حوزه غرب جنوب غرب	train	ecology
زلزله ریشتری خراسان جنوبی لرزاند	train	ecology
هشت فریم دیدار خواننده پاپ وزیر ارشاد دیداری هماهنگی مستقیم مجتبی امینی تهیه گاندو تازگی حوزه تهیه کنندگی موسیقی وزیر ارشاد پذیرفت عکسهای	train	art
احتمال سقوط بیت کوین گزارش‌ها حاکی فعالیت نهنگ‌ها صرافی‌ها عدد رسیده_است عدد قرار نشونه خوبی رشد بازار عدد میرسد بیتکوین افت قیمت روبرو	train	tech
خیلی‌ها استناد نامه میگن قراره بنزین بشه لیتری تومن یبار خونده نخوندن اینجوری رشتو	train	economics
باورتون نشه گلر اهل عمان باشگاه مس رفسنجان عربستان مقدماتی جام جهانی بازی میکنه فوتبال تیم_ملی	train	sport
بلاخره سازمان جهانی بهداشت خبر امیدوار پایان کرونا سویه اومیکرون محتمل سویه اومیکرون کرونا فصل جدیدی شیوع جهانگیر ویروس پایان منجر	train	health
استقلال مجیدی بحران استقلال تساوی پیاپی وضعیت خوبی لیگ یکم استقلال متن سایت	train	sport
سپاهان دید امتیاز حساسی الاستقلال ایستاد خواستار بازی گلگهر مافیاهای لیگ پرسپولیس متحد تیم	train	sport
واریانت ویروس کرونا شهر شیان چین شهر قرنطینه برد طبق گزارش مبتلا ویروس دچار خونریزی گوش بینی می‌شوند	train	health
وضعیت کیفی هوا اصفهان ایستگاههای مراقبت حسب شاخص الودگی	train	ecology
ماه اجرلو انتخاب نهادهای دستیه سجادی دادکان علنیش زمین زدن پرسپولیس دستور همون نهادهای دستیه مواظب کمکشون پرسپولیس	train	sport
گوشواره تلفیق چرم طبیعی پلیوار دوزی سوزن_دوزی مد_روز رودوزی_سنتی مدرن لباس_سنتی سیاه_دوزی رو_دوزی لاکچری خامه_دوزی زیورالات_سنتی شال_بلوچی طراحی_لباس بدلیجات_شیک مزون خلاقیت دخترانه مجلسی_زنانه صندل_شیک مدل_لباس_دخترانه مدل_لباس_عروس	train	lifestyle
سال بپاس مارکت میلیاردی تحلیل میکردیم سیگنالشم میکردیم موقع مارکت فملی همت خودرو همت شبندر همت مارکت بپاس شبندر خودرو بیشتره	train	economics
اخرین رنگ‌بندی کرونایی توجه شهر قرمز نارنجی پایان هفته کشور امکان فعالیت رشته‌های ورزشی نقاط کشور ازاد درفضای بسته ورزش قرمز کرونایی نباشیم قرمز الودگی_هوا	train	ecology
شورایار محله شورای شهر شهردار تهران می‌خواهم تصمیم اجرای طرح_ترافیک تهران درشرایطی دستور رییس جمهور دوسوم کارمندان سرکار بروند تجدید نظر اجرای طرح ترافیک افزایش جمعیت واگن‌های مترو اتوبوس مرگ جان ملت بازی	train	transport
دل مبند دل بسته سعدی	train	art
سرطلایی فوتبال ایران زادروزت خجسته روحت شاد اسطوره پرسپولیس همایون_بهزادی	train	sport
اپدیت بیتکوین تایم فریم هفتگی ماهانه دید تایم هفتگی کندل ابر بسته_نشد حمایت تایم فریم ماهانه کیجنسن نقش حمایتی نظر	train	tech
رییس جمهور صدور حکمی دکتر علی سلاجقه سمت معاون رییس جمهور رییس سازمان حفاظت محیط زیست منصوب ایران شگفتانه دکتری مدیریت محیط_زیست رییس سازمان جنگل مرتع ابخیز دکتری مهندسی ابخیز رییس سازمان_محیط_زیست	train	ecology
خانه نیین بازی سعدی ابوظبی یمن	train	art
حضرت_زهرا جسارت علی صبر اسلام برسد می‌توانیم میراث محافظت اللهم ارزقنا	train	religion
درد نخور سرویس درخواست خودرو خاورمیانه اسنپ	train	transport
بیتکوین مرز سقوط مارجین دلاری دخمه ضربه بزند ارزدیجیتال	train	tech
رهبری فریب کرونا خورد دوز واکسن زدن بابا	train	health
ره‌نشان فرصتی دانشجویانی دغدغه اینده شغلی تخصصی خودشون دبیرخانه تهران دانشگاه صنعتی شریف دانشجو حمایت	train	education
صدور حکم اعدام زندانی_سیاسی محمدجواد_وفایی فراخوان بین‌المللی نجات اعدام ایران حقوق_بشر اعدام_نکنید	train	social
پرسپولیس هواداراش براش نگران میشن بقیه نگران پولشون میشن	train	sport
نشود صبح عرض ارادت زیبای صبح تلاوت صلی‌الله‌علیک‌یا‌اباعبدالله اللهم_عجل_لولیک_الفرج	train	religion
طلب اب خون بارید اصفهان	train	ecology
بریزه راضی میشید یقه بازار سهامدارا ول ؟! بورس	train	economics
تحقیق المان ماه مراقبت‌های نگهداری می‌شدند می‌شوند واکسن کرونا نزده‌اند‌ واکسن_بزنید	train	health
جشن میگیریم ؟! جشن_پایان_کرونا کرونا	train	health
عذاب اوره ساعت کار خستگی ذهنی ساعت ترافیک رانندگی عمر جسممون ترافیک میره	train	transport
نگران حقوق زنان احترام زن واسه بلیط ورود ورزشگاه جفتک ننداز جنم شعور ورود زنان ورزشگاه حضورت تحریم اشک تمساح نریز بلیط زنان ورزشگاه	train	social
حادثه قطار تهران سمنان قطار مسیر تهران سمنان تاریخ هفدهم تیر ماه کنترل خارج سرعت عادی حرکت ادامه می‌دهد	train	transport
واکسن کرونا انفولانزا زده مریض تلفن به‌ش می‌گه خوبه واکسن‌ها زدید هاله قدسی ذهنی‌تون بشکنید کرونا_جنگ_بیولوژیک نه_به_واکسن_اجباری	train	health
نظر بانک‌ها امربه‌معروف بانک زد شهید نداده‌ایم ربا بانک امربه‌معروف حجاب	train	economics
سازمان صحی جهان شیوع ویروس کرونا دهنده کشورهای فقیر واکسن کرونا دست‌رسی نداشته‌اند مسیولان سازمان هشتاد درصد واکسن جهان کشورهای عضو گروه ثروتمندترین کشورهای جهان توزیع شده_است	train	health
موقعی‌که خسته قهوه موزیک ملوی حالتو ازین می‌کنه اهنگ جزو دسته موزیکاست اسپاتیفای گوشش بده معرفی موزیک موسیقی اهنگ	train	art
یازده پله زمین سمت ملکوت قدم مانده زمین شوق تکامل اللهم_عجل_لولیک_الفرج قرار_عاشقی	train	religion
رحیمی_مظفری نماینده انقلابی مجلس عضو کمسیون انرژی نرخ لیتر بنزین ایران سال تومان !!! حقوق دلاری کارمندان کارگرانتون بنزین نمایندهمجلسقیمتواقعیبنزینیکدلاراست	train	economics
قران قران قیامت یاران شفاعت مسلم	train	religion
قتل اهواز نتیجه کودک_همسری نتیجه جامعه کثیفیه امثال طرز مدرنت ساختی	train	social
چین بشکه نفت ایران خریده صادرات نفت ایران برجام بشکه بوده_است اقای شمخانی دبیر شورای عالی امنیت ملی توییت زده فروش نفت ایران شرایط مناسب غیرقابل بازگشت	train	economics
صباغیان دولت حل مشکل بورس جدیت شرکت‌های بورس سود دولت رییسی جدیت لازم حل مشکل بورس نداردکالابرگ کوپن بازگشت استحل مشکلات اقتصادی گرو جرات جسارت مجلس دولت	train	economics
_ایدز دروغی کرونا داروی ایدز کشد گفتگوی یاشار حامد رییسی نه_به_واکسن_اجباری سازمان_جهانی_کشتار_	train	health
گر محک تجربه سیه غش حافظ فال	train	art
جذاب گوگل نمایش نتایج ویژگی نمایشی کلیپ دستورالعمل توضیحات بازه پنجره ارایه گوگل سیو	train	tech
دوستان تایم فریم ساعته کانال شکستیم تایم فریم کانال نزولی !! خریدها پله سرمایه زیادی درگیر معامله	train	tech
وضعیت مترو تیاتر شهر طرح_ترافیک ماشینم دقیقه محل کارم میرسیدم ساعتی طول میکشه ساعت صبح دوشنبه ساعت شلوغ پول طرح_ترافیک نوش جانتان کرونا فوری	train	transport
چجور سال معدل درسم نابود خیلیا سال سال کنکور میشنن موفق میشن سال میگذره لزومات قبولی کنکور تجربی میفهمم سال کنکور تجربی کنکور اولی سال نظام اموزشی مشاور برنامه	train	education
قران سوره الرحمن ایات اسمان رابرافراشت ومیزان وقانون نهاد طغیان وازمسیرعدالت منحرف نشوید وزن اساس عدل برپا سنجش کاستی زمین افرید میوه نخلهای پرشکوفه دانه همراه ساقه برگی	train	religion
امار اورتون بازی لیگ برتر برد کسب کرده_است ارسنال	train	sport
ماه مارچ هواپیمای مسافربری اتیوپی پرواز بلند فرودگاه ادیس ابابا سقوط سرنشین جانشان	train	transport
همش تقصیر اونایی دوز نزدن زد علم جاهل نه_به_واکسن_اجباری دامپروری	train	health
جنایاتی شیخ دلقک عادی تبدیل سنتی اخوندا پروراندکرد جنایت چشمان عادی جرثقال خیابان برد جوان ایرانی درخیابان گرداند قتل شخصیت فردنیست جوان خورد ونابود حقوق_بشر زنان موناحیدری	train	social
دانایی چشمان دنیایی طعم بلوغ قفس واسطه میشکند چشمان ایمان ایی خدا فاصله نزدیکتر سایه فاصله رایحه گل ابیست اندازه رود اغوشی دریا جاریست خدا عبد_خدا	train	religion
معاملات روزجاری بازارهای جهانی نفت انرژی قیمت نفت_برنت سنت افزایش دلار	train	economics
تراژدی کمدی اسنپ مسیر خانمی توجه خیابان خلاف مسیر میکرد خیابان رد راننده قد بوق زد متوجه نشد سلام صلوات پاش ترمز فهمید خیابونه خانم زد ماشین	train	transport
زنگ‌زده میگه نسیم‌کجایی وسط اتوبان ترافیک عصبی نیستی حالت خوبه کله دود بلند دلم میخواد جیغ بزنم بزار واست شعر بخونم حالت تونست منو اروم‌کنه سالم برسم خونه	train	transport
محیط زیست خراسان شمالی کشف لاشه وحوش تلف براثر طاعون نشخوارکنندگان کوچک منطقه سالوک شهرستان اسفراین شمار تلفات بیماری راس محیط_زیست حیات_وحش	train	ecology
ساعت صبح اسنپ قبول دقیقه مجتمع اسنپ براش پیام گذاشتم میام اومدم اسانسور گوشیم زنگ خورد اقا عجله نکنه اسنپ رانندگان گوشیم نصبه	train	transport
نظرم تپسی مشتری گزینه بذاره درخواست بزنه پرداخت انلاین اینطوری راننده‌ای نقدی می‌خواد سفر قبول نمی‌کنه بحث راننده مسافر می‌خوابه کارو نمی‌کنه ؟!	train	transport
موضوعی درکش برام اینستاگرام میخوان اموزش کریپتو بدن اونم رایگان بتونیم کریپتو پول دربیاریم پول بشیم ادما مهربون هستن کریپتو	train	tech
ترکیب پرسپولیس فولادخوزستان مشخص حامد لک سید جلال حسینی فرشاد فرجی منوچهر صفروف سعید اقایی کمال کامیابی نیا میلاد سرلک مهدی ترابی احسان پهلوان وحید امیری مهدی عبدی روزنامه_پرسپولیس‌‌	train	sport
ویروسی میکروسکوپ مشاهده نشده_است کرونا	train	health
طرح اجباری ماسک ماسک ارزان قیمت ایستگاه مترو پایتخت پایانه اتوبوسرانی مسافرین عرضه برنامه تصویب ستاد ملی کرونا مبنی ماسک اجباری اجرا امده ملت_اندیشمند خبر	train	transport
سه‌شنبه دی زنان معترض کابلی حضور خیابان‌های شهر شعار خواستار توجه جامعه جهانی مسیله زنان کشور کار امدن طالبان اینده سیاسی اقتصادی زنان کشور تیرهتر بهنظر می‌اید	train	social
بازی بلاک چین مبتنی سال شکوفا ارزدیجیتال بیتکوین بلاکچین اخبار ذهن_های_زیبا	train	tech
سهامداران سهام عدالت اوج شاخص بورسمرداد ابتدای بهمن درصد ضرر ارزش سبد سهام عدالت تومانی نقطه اوج شاخص بورس تومان ابتدای بهمن تومان تجارت‌نیوز	train	economics
زیبایی مرز زیبا نظرتون دختری کشور غنا	train	lifestyle
سنگاپور دستگاه خودپرداز کریپتو ممنوع کرده_است	train	tech
فوری ابطال پروازهای فرودگاه_مهراباد دلیل کاهش دید افقی دلیل افزایش غلظت الاینده‌های جوی کاهش دید افقی پروازهای صبح فرودگاه مهراباد باطل شده_است	train	transport
افزایش درصدی مسافران مترو نوبخت مدیر عامل شرکت بهره متروی تهران حومه امار مسافران مترو بهمن ماه افزایش داشته_است روز‌های پایانی سال می‌شویم امار مسافری افزایش	train	transport
تهران زلزله اومده هجوم ببریم پمپ بنزین زوده ؟! زلزله	train	ecology
استقلال گذاشتن بازی تیم جدول الومنیوم رکورد ازای دقیقه گل خورده ثبت رسونده سیو شوت دروازه بان استقلال بازی استقلال بازی بازی گلی دریافت فکت بینظیر	train	sport
شامپو بدن سینت ایوز مدل رایحه ملایم دلپذیر پارابن درصد تهیه مواد طبیعی رایحه وانیل حجم میلی لیتر مشاهده قیمت خرید وب سایت اپ اروندکالا سلامتی زیبایی بهداشتی اروندکالا	train	lifestyle
ارزدیجیتال معادل دلار امریکا کیف ناشناس منتقل	train	tech
پذیرش بیت_کوین به‌عنوان پرداخت انتشارات کریپتو خبر_ارز_دیجیتال بیتکوین	train	tech
توجه وکیل محترم باشگاه استقلال طرح دعوا	train	sport
خون نرگس مستانه ریخت وان زلف پریشان حافظ	train	art
کشاورزان نیاز اب ندارین سال برنج نمیخواید صاحبان قنات گرمسیر ازابی ازطریق اب راههای زیرزمینی قناتهای میرسد ازرودخانه بشار جوانان یاسوج پارک_ساحلی_یاسوج بشارچه لطفی مزرعه داران پرورش_ماهی شغل جدیدباشید محیط_زیست درک	train	ecology
بزی‌بن‌عمر‌ خدمت امام محمد‌تقی امدم دیدم حضرت طعام تناول‌ میفرمودند کاسه سیاهی رنگ زرد سوره قل‌هو‌الله‌احد نقش کرده_بودند الکافی اسلام شیعه حدیث احادیث روایات علامه_مجلسی حلیه_المتقین احکام	train	religion
ساعت زلزله بزرگی ریشتر عمقکیلومتری سطح زمین منطقه شوییشه کردستان وقوع پیوست زلزله	train	ecology
خالد_حسینی کتاب خورشید تابان میگه عقربه قطب نما سمت شمال انگشت اتهام مرد زن می‌کند	train	art
شاهد پیشرفت چشمگیر سلیقه‌ی موسیقیایی سفیران تپسی دستگاه ضبط اقای راننده صدای سید خلیل عالی نژاد پخش بیخیال هندزفیری	train	transport
قرنطینه و‌مراقبت جواب تستی علایمم اومد مثبت شدمامیکرون رگ گردن بهتون تره مراقب خودتون باشین	train	health
ترسم تووووو نباشم کاااااااش خاااااک کوی اللهم_عجل_لولیک_الفرج	train	religion
دریابید وضعیت پزشکی خواهر زنم موقع سزارین داغون دکتر پاسخگو پرستارای اتاق اشنا اومده پزشک خطا صداش نمیخواد دربیاره اینچنینی بسیارند پزشک خطاکار جوابگو نیستن پزشک	train	health
شنیدن جمله دهان معلمان امید دل‌هایمان روشن می‌کند یاداور موقعیتی موضع پیش‌رو زنده معلمان بکتاش_ابتین معلمان اعتراضات_سراسری_معلمان	train	education
بانک_مرکزی سهمیه ارز مسافرتی تغییر طبق فروش ارز مسافرتی صرافی‌ها کشورهای ویزا یورو کشورهای ویزا معادل یورو شده_است	train	economics
شنبه دی دلار یورو درهم سکه طلای عیار بیتکوین اتریوم ریپل دلار وبمانی ارز دلار سکه طلا بیتکوین وبمانی ریپل	train	economics
گل‌محمدی تمرین پرسپولیس یحی_گل_محمدی صبح ورزشگاه شهیدکاظمی قرار تمرین پرسپولیس نظر مربی برگزار	train	sport
سرخ_کن دلونگی مدل مدل امکان تهیه غذا روغن جنس ظرف سرامیکی قابلیت تهیه انواع کیک پاستا پیتزا امکان تهیه غذا روغن سفارش کسب اطلاعات ادرس مراجعه نمایید	train	lifestyle
خامنه حکم جهادم اللهم_عجل_لولیک_الفرج همراه_یمنیم	train	religion
اعتماد واکسن اعتماد قفل هاست یهو امیکرونی خفیف میاد بازش نه_به_واکسن_اجباری	train	health
شک تصمیمات زندگیم دوره وگان گیاهخواری مطلق میکردم احترام عقاید ارامش خاصی مواد غذایی حا دسترس گذاشتم گیاهخواری غذا	train	lifestyle
خیلیامون فک معدلمون پایینه قید مهاجرت_تحصیلی بزنیم ویدیو براتون میگم چجوری معدل پایین چیزای جبران پذیرش یوتوب_فارسی کانادا دانشگاه ویزا تحصیل_کانادا شوک_فرهنگی	train	education
اعتراض زنان کابل شعار مکتب دخترانه صدا کودکان گرسنه صدای مردان گرسنه صدای ملت گرسنه زنان معترض خواهان پرداخت معاش کارمندان دولت شده_اند زنان اعتراض کابل فقر_گرسنگی	train	social
اومده تپسی قیمت پیشنهاد راننده سفر قبول وقت رفتن ازم پرسیدن جوری میری هربار اوکیه اسنپ اسم تاکسی اینترنتی ناخوداگاهم اسنپه تاثیر برندینگ	train	transport
سوار مترو و‌ دیدم دستگاههای شارژ بلیط کد ملی میخوان مسخره بازی ایه نصف ملت شماره شونو حفظ نبودن و‌ تجمع شده_بود بازم ؟!! دارن غلطی میکنن ؟! ‌مترو‌	train	transport
سلام امام زمانم بهر نظر اثر ماه توست گر جهان بپاشده به‌ خاطر صفای توست ببین جهان ظلم عزیز لحظه‌ها ظهور ماه توست اللهم_عجل_لولیک_الفرج	train	religion
روزی نوشتم امروزو دیدم ؟! نمیدونم !!!! دیدم عادی بیل کلنگ شاخه درخت جنگ اتش نشسته جون زاگرس رفتن امروزم دیدم ایران اطفای هوایی اتش_سوزی ترکیه پناهیم زاگرس	train	ecology
داستان اشپزی قسمت تکراری خوشمزه سمبوسه وگن تکراری بخورن گیاهخوارا اپشن ندارن فست فودها سمبوسه انتخاب همیشگیه واسه سبک سنتی عالی تره بنظرم سمبوسه جنوبی تند اتشین استقبال پاییز برویم	train	lifestyle
موجودی نهنگ‌های کاردانو ریزش بازار شده_است گزارش شرکت تحلیل سانتیمنت می‌دهد ادرس‌هایی رمز ارز اختیار داشته‌اند نمایش خبر سیگنال بورس ارزدیجیتال	train	economics
صدقه امام عج الله تعالی فرجه الشریف خوبه کار خیری میدیم نیت فرج سلامتی اقا امام بدیم اقا واسمون دعا شااالله استاد_عالی اللهم_عجل_لولیک_الفرج	train	religion
ماه کشور واقعه ازدواج ثبت طلاق طلاق ازای ازدواج عامل اصلی طلاق همسرگزینی_نادرست ست مشورت_کنید عجله_نکنید	train	social
یوزایرانی پیراهن تیم_ملی احتمال انقراض فوتبال تیم_ملی_ایران	train	sport
سازمان غذا داروی امریکا مجوز مصرف داروی خوراکی کرونا متعلق شرکت فایزر صادر کرده_است العین_فارسی	train	health
حواستون !؟ سرعت اینترنت شب میارن پایین بیخیال بشی ول نیمساعته میخوام عکس مگ دانلود نمیشه فیلترشکن ببدختی وصل مرگ_اینترنت همینه همینجاست	train	tech
حرکت خودجوش زنان معترض افغانستان گردهمایی_اعتراضی برپا	train	social
خبری باور نکردنی پنجره نقل انتقالات پرسپولیس پرسپولیس	train	sport
رییس جمعیت هلال احمر اشاره نفر شهروندان سیل جنوب کشور نجات مناطق امن منتقل تداوم امدادرسانی شهروندان شهرستان خبر سیستان_و_بلوچستان	train	ecology
وقت فیلم کوچک دیدم قصه‌ای ادم‌هاش می‌شه راحتی احساس نزدیکی مخصوصا ادم معلم استانه‌ی سی سالگی فیلمی‌ست بازی تیموتی خوشم اومد پیشنهاد_فیلم معلم	train	art
امام_خامنه‌ای اومدن اصرار واکسن دوز واکسن تزریق نظر قاطع رهبری واکسن	train	health
تعویض رضا اسدی تاثیرگذار !!!! پرسپولیس	train	sport
ایستگاه فضایی چین بتازگی تصاویری زمین منتشر کرده_است جدیدترین تصویری دلخراش دریاچه ارومیه چشم خورد دریاچه دولت_محیط_نیستی ادعای نجاتش محیط_زیست دریاچه_ارومیه	train	ecology
حرفایم بفهمند مفسر عقاید_یک_دلقک کتاب	train	art
ان‌طبیبی‌که‌مرا دید‌ در‌ گوشم‌ درد‌ تو‌ دوری‌ یار‌ به‌ ان‌ عادت‌ اللهم_عجل_لولیک_الفرج	train	religion
سال دانشگاه_شریف حضور معاون شهردار تهران رابطه رگولاتوری تاکسیهای اینترنتی بحث نشستیم سال ماجرای تپسی فردی ویدپی فرستاد سراغ فیلم ندیده_بودم نکاتی رابطه رگولاتوری اسنپ تپسی	train	transport
فصل مسابقه سیم اخر صداوسیما دکوراسیون برنامه تغییر شرکت کننده‌ای جواب نده سیوال غلط ارتفاع سقوط می‌کنه طراحی دکور مسابقه باعث دور زنان حضور مسابقه حذف بشن	train	social
دستور_پخت پن_کیک پودر پن‌کیک می‌خرید طبق دستور می‌کنید اولیش خام می‌دارید دومیش می‌سوزونید بقیه‌اش می‌ریزید دور کاسه پاکت شیر می‌گذارید میز قوطی‌های سریال می‌چینید سایز قاشق متناسب تنظیم صبحانه نوش جان اشپزی	train	lifestyle
دولت فرانسه قصد مجوز بهداشت کووید مجوز واکسن تبدیل دولت مجوز داده_می‌شود واکسینه ازاین بیماری بهبود یافته‌اند ارایه می‌توانند کافه‌ها رستورانها مکانهای فرهنگی تفریحی کرونا	train	health
مولای‌من کلاف نخ اقا قبول ایها العزیز ابانا قبول اهی بساط امید ناامیدمان ننما قبول اللهم_عجل_لولیک_الفرج سلام امام زمانم	train	religion
میگید لیاقت منه حضرت سعدی می‌فرمایند بی‌مایه خریدار حیف یار یار	train	art
قیمت بنزین میخواهد اقتصاد واردات خودرو ازاد تجارت ازاد جایگزین تنهاتر اقتصاد بهره ور قیمت بنزین اروپا الگو مدل زندگی پاکستان	train	economics
دلیل دعوت زبیر نیک نفس تیم ملی مشخص خیال میتونه خدمت بپیچونه کیسه بازی جالب جماعت طلبکار می‌گفتن اسکوچیچ دلاله پکیجی دعوت میکنه موضوع اعتقاد مگه پرسپولیس	train	sport
صدا میزنه شبها میگه خدا میخوای الشهر شهری العبد عبدی الرحمه رحمتی ملک_داعی اللهم_عجل_لولیک_الفرج	train	religion
مرام فاطمی امام زمانترا مظلوم دیدی ارام قرار نداشته_باشی مولا جان حضرت_زهرا_سلام_الله_علیها قرار دل بی‌قرارم اللهم_عجل_لولیک_الفرج	train	religion
ضعف اصلی استقلال خط هافبک ارش_رضاوند بازی نمیکنه مهدی‌پور حدی فوتبال قبول بازی میکنه	train	sport
تویی وسط اینهمه هشتک برق_نداریم اب خوزستان بدبختی گرانی خال طرح_صیانت درمجلس_انقلابی تصویب یادت هشتکها رودیوار نوشته توییت فریاد کوچه خیابان اتش طرح خاکسترتون میکنه بادتون بچرخ بچرخیم	train	ecology
وزیر صمت اقتصاد افرادی ناکارامدی تنظیم قیمت کالاها بورس شفاف رقابتی هفته ثباتی بازار ارز شاهد ثبات بازار فولاد قیمت اتفاق مثبت بینی پذیری اقتصاد کمک	train	economics
کارهایی ساده زیبا شگفت زده خواهد_کرد پوش باطرح سبک قبیله استایل پوشاک_شیک پوشاک_ساده ساده	train	lifestyle
سخنی طاقت بپوشم دوست محل راز سعدی عکاس علیرضا نادری فرد	train	art
رستگاری جاوید ازاری ست حافظ	train	art
درروزی امتیاز نون شب واجب تره موقعیت سوزی‌های پیاپی عالی مینوازیم پرسپولیس	train	sport
نویسندگان شاعرها احترام ویژه‌ای قایلم مقامی می‌توان رعایت ادب احترام انتقاد شعر استاد سخن جناب سعدی می‌باشد نظر عقیده بانوان نوشته_شده_است ترویج خشونت رفتار تند بوضوح دیده_می‌شود	train	art
جهانیان نیاز اسلام قلابی ایجاد تاسف هدف‌تان بردن دین دین ریش ماندن تبلیغ اسلام زنان طالبان دین اسلام افغانستان	train	religion
نرخ_ارز چهارشنبه بهمن ساعت طلای__عیار_هر_گرم تومان ابشده تومان تایم لاین زنده نرخ ارز	train	economics
غلام قامت لعبت قباپوشم محبت جامه قباست سعدی	train	art
تولد سالگیت مبارک مترو جان بمونی واسه شهر مترو بیست_دو_سالگی شانزده_اسفند مترو_تهران	train	transport
مدیریت کیفیت رستوران مباحث دوره اصول مدیریت رستوران مراحل اندازی رستوران کافی_شاپ دکوراسیون داخلی خارجی رستوران نیاز اموزش پرسنل رستوران مدیران غذاها منوها اشنا میشود	train	lifestyle
صرافیا مخصوصا خارجی درصد اعتماد	train	tech
سال هنوزم خواب کنکور طبیعیه	train	education
اختیار مشخص نمودن اب موجودی نیاز ابی مناطق دلایلی وزرات_نیرو کشاورزی واگذار مقصر اصلی مشکلات حقه اب انتقال_اب_بین_استانی چاهای فراوان فرونشت زمین وزارتخانه تضاد_منافعی ویران بیطرف بسپارید	train	ecology
تمنا حلوا محبت نچشیدست سعدی شعر_غزل یادار	train	art
نگران دنیا نباش نگران رزق روزی نباشید جانب نگران اینده نباشید نگران خدا خشنود خدا خشنود راضی خشنود غم دنیا ازتون برطرف میکنه	train	religion
بات گوگل میکنه سیو بات گوگل ساختاری مشابه کروم خاطر کاربر صفحات سایت میبینه طبیعیه سایت شامل هارو دانلود میکنه دلیلش اینه‌که فرایند پردازش نشه ممکنه بخش‌هایی سایت ظاهر نبینه	train	tech
خدا مشکل حلشم بجای ناراحتی غم ناامیدی بری سراغ خدا هرکسی دردتو میفهمه هرکسی میتونه کمکت خدا پناه نبر	train	religion
شرایطی تهران نظر کرونا قرمز جشنواره_فیلم_فجر جمعیت وضعیتی برگزار وقت نرسیده ستاد پیشگیری مقابله کرونا فکری جشنواره فیلم فجر جان عزیز خبرنگارها عکاس‌ها	train	health
لبت شعر غزل عزیزم ضرب‌المثل عزیزم خندیدی زمین لرزید سنندج گسل عزیزم شعر دوبیتی سالار_شریعتی سنندج	train	art
روزها صدایش بلند بازگشایی مدارس طلب معلم سال مواجهه دانش اموزانی تعریفی علم میدانند هوای زیست اجتماعی درک هجمه اتهامات قرار میگیرد معلم	train	education
خروج پولیی سال شگفت اوره خروج پول وقفه بورس	train	economics
خانواده‌ها شهر‌های دستمزد تومان نمی‌توانند زندگی فرامرز توفیقی رییس کمیته دستمزد شورای عالی کار کارگران فقر تورم گرانی جمهوری_اسلامی	train	economics
گفته_بودم غم دل غم دل برود اللهم_عجل_لولیک_الفرج زینب کبری سلام الله علیها زودی انشااالله	train	religion
بزرگترین تحولات صنعت قهوه سال حرکت فروشندگان قهوه سمت قهوه تک خاستگاه قهوه تک خاستگاه قهوه بلندترکیبی گرانتر عبارت تک خاستگاه ترفند بازاریابی	train	lifestyle
سردار نفس برگردد مهمان سفره مادر داغ عطش زلبش دور مست جرعه زپیمانه کوثر برگشتنی اللهم_عجل_لولیک_الفرج جهان_پهلوان	train	religion
اخبار ورزشی میگه وسط دونیمه پیروزی موقعیت زده چهارچوبم زدن یارو جوری میگه ال کثیر موقعیت تیم گل نشد حریفش ریال_مادرید اخه انقد جوکین ؟؟؟	train	sport
بیشترین سهم کاربردهای لیزر پزشکی مربوط حوزه پوست مو زیبایی انوع جراحی زیبایی درمان ضایعات عروقی پیگمانته ماه گرفتگی رگهای واریسی خالکوبی لایه جوانسازی درمان چین چروک اسکار اکنه پیوندمو دربر	train	lifestyle
